Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
01.12.2023 09:30;01.12.2023 09:45;17.754,00;16.830,25;0,75
01.12.2023 09:45;01.12.2023 10:00;17.784,00;16.828,75;0,75
01.12.2023 10:00;01.12.2023 10:15;17.749,25;16.774,50;0,75
01.12.2023 10:15;01.12.2023 10:30;17.764,75;16.757,00;0,75
01.12.2023 10:30;01.12.2023 10:45;17.825,00;16.807,00;0,75
01.12.2023 10:45;01.12.2023 11:00;17.891,75;16.875,50;0,75
01.12.2023 11:00;01.12.2023 11:15;17.806,75;16.803,25;0,75
01.12.2023 11:15;01.12.2023 11:30;17.837,00;16.857,75;0,50
01.12.2023 11:30;01.12.2023 11:45;17.859,00;16.885,75;0,50
01.12.2023 11:45;01.12.2023 12:00;17.776,50;16.789,50;0,75
01.12.2023 12:00;01.12.2023 12:15;17.719,00;16.717,50;0,50
01.12.2023 12:15;01.12.2023 12:30;17.726,75;16.718,00;0,50
01.12.2023 12:30;01.12.2023 12:45;17.729,75;16.711,50;114,50
01.12.2023 12:45;01.12.2023 13:00;17.569,50;16.549,25;1,25
01.12.2023 13:00;01.12.2023 13:15;17.577,75;16.529,25;1,25
01.12.2023 13:15;01.12.2023 13:30;17.498,25;16.472,00;4,00
01.12.2023 13:30;01.12.2023 13:45;17.375,25;16.433,00;1,25
01.12.2023 13:45;01.12.2023 14:00;17.209,50;16.289,00;3,25
01.12.2023 14:00;01.12.2023 14:15;17.154,75;16.230,00;30,25
01.12.2023 14:15;01.12.2023 14:30;17.088,00;16.207,75;29,50
01.12.2023 14:30;01.12.2023 14:45;17.085,00;16.196,00;28,25
01.12.2023 14:45;01.12.2023 15:00;16.972,75;16.049,25;29,25
01.12.2023 15:00;01.12.2023 15:15;16.958,25;16.056,25;3,75
01.12.2023 15:15;01.12.2023 15:30;16.943,00;16.011,50;4,00
01.12.2023 15:30;01.12.2023 15:45;16.905,25;15.919,00;4,00
01.12.2023 15:45;01.12.2023 16:00;16.899,00;15.879,50;3,75
01.12.2023 16:00;01.12.2023 16:15;17.020,75;15.974,00;15,00
01.12.2023 16:15;01.12.2023 16:30;17.095,75;16.010,00;50,50
01.12.2023 16:30;01.12.2023 16:45;17.208,00;16.033,25;92,00
01.12.2023 16:45;01.12.2023 17:00;17.294,75;16.026,75;73,75
01.12.2023 17:00;01.12.2023 17:15;17.452,00;16.101,75;22,75
01.12.2023 17:15;01.12.2023 17:30;17.437,75;16.082,50;8,75
01.12.2023 17:30;01.12.2023 17:45;17.376,00;16.058,25;3,00
01.12.2023 17:45;01.12.2023 18:00;17.297,25;15.953,25;3,00
01.12.2023 18:00;01.12.2023 18:15;17.160,25;15.760,50;3,00
01.12.2023 18:15;01.12.2023 18:30;17.109,25;15.680,75;2,00
01.12.2023 18:30;01.12.2023 18:45;17.080,25;15.666,00;39,50
01.12.2023 18:45;01.12.2023 19:00;16.966,75;15.524,00;39,75
01.12.2023 19:00;01.12.2023 19:15;16.837,75;15.429,50;3,75
01.12.2023 19:15;01.12.2023 19:30;16.623,50;15.268,00;7,00
01.12.2023 19:30;01.12.2023 19:45;16.532,25;15.210,75;56,50
01.12.2023 19:45;01.12.2023 20:00;16.345,25;15.066,25;5,75
01.12.2023 20:00;01.12.2023 20:15;16.061,25;14.799,75;4,75
01.12.2023 20:15;01.12.2023 20:30;15.760,50;14.485,50;75,50
01.12.2023 20:30;01.12.2023 20:45;15.587,25;14.316,00;94,50
01.12.2023 20:45;01.12.2023 21:00;15.445,50;14.174,75;190,25
01.12.2023 21:00;01.12.2023 21:15;15.233,75;13.984,75;105,75
01.12.2023 21:15;01.12.2023 21:30;15.095,00;13.873,25;162,25
01.12.2023 21:30;01.12.2023 21:45;14.824,75;13.628,25;121,00
01.12.2023 21:45;01.12.2023 22:00;14.598,75;13.416,25;271,75
01.12.2023 22:00;01.12.2023 22:15;14.583,25;13.415,00;59,75
01.12.2023 22:15;01.12.2023 22:30;14.373,25;13.209,50;123,75
01.12.2023 22:30;01.12.2023 22:45;14.222,75;13.071,00;44,25
01.12.2023 22:45;01.12.2023 23:00;14.011,25;12.877,75;55,25
01.12.2023 23:00;01.12.2023 23:15;13.798,25;12.693,00;218,75
01.12.2023 23:15;01.12.2023 23:30;13.539,75;12.460,00;238,25
01.12.2023 23:30;01.12.2023 23:45;13.290,50;12.228,25;265,50
01.12.2023 23:45;02.12.2023 00:00;13.107,00;12.048,25;436,00
02.12.2023 00:00;02.12.2023 00:15;12.960,25;11.917,25;211,25
02.12.2023 00:15;02.12.2023 00:30;12.722,25;11.691,75;261,75
02.12.2023 00:30;02.12.2023 00:45;12.684,50;11.660,75;434,00
02.12.2023 00:45;02.12.2023 01:00;12.585,25;11.569,00;544,75
02.12.2023 01:00;02.12.2023 01:15;12.471,75;11.427,25;619,75
02.12.2023 01:15;02.12.2023 01:30;12.359,50;11.298,75;710,00
02.12.2023 01:30;02.12.2023 01:45;12.283,25;11.249,75;814,75
02.12.2023 01:45;02.12.2023 02:00;12.171,25;11.154,25;941,25
02.12.2023 02:00;02.12.2023 02:15;12.071,50;11.048,00;745,25
02.12.2023 02:15;02.12.2023 02:30;12.042,50;11.020,50;890,25
02.12.2023 02:30;02.12.2023 02:45;12.006,00;10.981,75;997,25
02.12.2023 02:45;02.12.2023 03:00;11.970,00;10.945,50;1.045,75
02.12.2023 03:00;02.12.2023 03:15;11.914,25;10.891,00;1.009,00
02.12.2023 03:15;02.12.2023 03:30;11.893,00;10.860,00;1.064,50
02.12.2023 03:30;02.12.2023 03:45;11.850,50;10.786,50;1.180,50
02.12.2023 03:45;02.12.2023 04:00;11.848,75;10.780,75;1.204,25
02.12.2023 04:00;02.12.2023 04:15;11.853,75;10.807,25;1.186,25
02.12.2023 04:15;02.12.2023 04:30;11.815,50;10.789,00;1.205,00
02.12.2023 04:30;02.12.2023 04:45;11.814,00;10.812,50;1.224,00
02.12.2023 04:45;02.12.2023 05:00;11.866,75;10.879,00;1.196,25
02.12.2023 05:00;02.12.2023 05:15;11.898,00;10.928,25;1.025,75
02.12.2023 05:15;02.12.2023 05:30;11.866,00;10.911,00;1.067,75
02.12.2023 05:30;02.12.2023 05:45;11.897,00;10.972,00;996,50
02.12.2023 05:45;02.12.2023 06:00;11.918,50;11.063,25;940,50
02.12.2023 06:00;02.12.2023 06:15;11.937,50;11.126,00;780,00
02.12.2023 06:15;02.12.2023 06:30;11.991,75;11.220,00;645,25
02.12.2023 06:30;02.12.2023 06:45;12.052,50;11.305,25;382,00
02.12.2023 06:45;02.12.2023 07:00;12.147,25;11.447,00;242,75
02.12.2023 07:00;02.12.2023 07:15;12.423,00;11.764,00;240,50
02.12.2023 07:15;02.12.2023 07:30;12.594,25;11.946,25;143,25
02.12.2023 07:30;02.12.2023 07:45;12.826,50;12.188,00;33,75
02.12.2023 07:45;02.12.2023 08:00;12.982,75;12.355,50;10,50
02.12.2023 08:00;02.12.2023 08:15;13.291,50;12.671,50;130,25
02.12.2023 08:15;02.12.2023 08:30;13.513,00;12.914,50;74,00
02.12.2023 08:30;02.12.2023 08:45;13.660,00;13.057,50;8,25
02.12.2023 08:45;02.12.2023 09:00;13.874,75;13.261,25;4,00
02.12.2023 09:00;02.12.2023 09:15;14.155,25;13.521,25;3,25
02.12.2023 09:15;02.12.2023 09:30;14.345,75;13.698,50;3,25
02.12.2023 09:30;02.12.2023 09:45;14.492,25;13.824,00;3,50
02.12.2023 09:45;02.12.2023 10:00;14.645,75;13.962,75;3,25
02.12.2023 10:00;02.12.2023 10:15;14.682,50;13.982,25;2,50
02.12.2023 10:15;02.12.2023 10:30;14.789,75;14.055,25;2,25
02.12.2023 10:30;02.12.2023 10:45;14.856,50;14.090,50;1,50
02.12.2023 10:45;02.12.2023 11:00;14.930,00;14.142,75;1,75
02.12.2023 11:00;02.12.2023 11:15;15.070,25;14.257,75;2,00
02.12.2023 11:15;02.12.2023 11:30;15.154,50;14.312,00;3,00
02.12.2023 11:30;02.12.2023 11:45;15.172,00;14.316,00;2,75
02.12.2023 11:45;02.12.2023 12:00;15.147,25;14.289,75;3,25
02.12.2023 12:00;02.12.2023 12:15;15.178,25;14.319,75;3,00
02.12.2023 12:15;02.12.2023 12:30;15.222,75;14.369,25;3,25
02.12.2023 12:30;02.12.2023 12:45;15.182,50;14.327,25;4,00
02.12.2023 12:45;02.12.2023 13:00;15.045,25;14.186,50;6,00
02.12.2023 13:00;02.12.2023 13:15;15.068,25;14.230,00;13,75
02.12.2023 13:15;02.12.2023 13:30;14.922,75;14.109,00;14,50
02.12.2023 13:30;02.12.2023 13:45;14.809,25;14.015,25;16,00
02.12.2023 13:45;02.12.2023 14:00;14.777,75;14.017,00;17,00
02.12.2023 14:00;02.12.2023 14:15;14.790,75;14.061,50;18,50
02.12.2023 14:15;02.12.2023 14:30;14.718,00;13.981,50;83,25
02.12.2023 14:30;02.12.2023 14:45;14.668,75;13.900,00;83,00
02.12.2023 14:45;02.12.2023 15:00;14.640,75;13.923,50;81,75
02.12.2023 15:00;02.12.2023 15:15;14.696,00;14.003,25;114,50
02.12.2023 15:15;02.12.2023 15:30;14.581,25;13.908,25;74,25
02.12.2023 15:30;02.12.2023 15:45;14.637,50;13.978,00;11,00
02.12.2023 15:45;02.12.2023 16:00;14.641,00;13.994,00;4,25
02.12.2023 16:00;02.12.2023 16:15;14.807,75;14.146,75;4,25
02.12.2023 16:15;02.12.2023 16:30;14.865,00;14.145,75;4,25
02.12.2023 16:30;02.12.2023 16:45;15.009,00;14.246,00;3,25
02.12.2023 16:45;02.12.2023 17:00;15.188,25;14.379,00;1,75
02.12.2023 17:00;02.12.2023 17:15;15.392,25;14.538,00;14,50
02.12.2023 17:15;02.12.2023 17:30;15.409,00;14.498,50;3,25
02.12.2023 17:30;02.12.2023 17:45;15.376,50;14.398,00;3,25
02.12.2023 17:45;02.12.2023 18:00;15.360,00;14.319,75;3,50
02.12.2023 18:00;02.12.2023 18:15;15.338,00;14.251,50;3,50
02.12.2023 18:15;02.12.2023 18:30;15.251,75;14.095,75;3,50
02.12.2023 18:30;02.12.2023 18:45;15.212,50;14.003,75;3,25
02.12.2023 18:45;02.12.2023 19:00;15.079,00;13.804,75;37,75
02.12.2023 19:00;02.12.2023 19:15;14.948,00;13.633,25;2,50
02.12.2023 19:15;02.12.2023 19:30;14.801,00;13.454,25;1,75
02.12.2023 19:30;02.12.2023 19:45;14.652,25;13.255,50;2,50
02.12.2023 19:45;02.12.2023 20:00;14.563,00;13.128,25;2,75
02.12.2023 20:00;02.12.2023 20:15;14.343,25;12.918,50;4,50
02.12.2023 20:15;02.12.2023 20:30;14.147,50;12.750,00;4,00
02.12.2023 20:30;02.12.2023 20:45;13.935,00;12.549,75;21,00
02.12.2023 20:45;02.12.2023 21:00;13.745,00;12.339,00;21,00
02.12.2023 21:00;02.12.2023 21:15;13.635,00;12.233,50;3,25
02.12.2023 21:15;02.12.2023 21:30;13.556,50;12.138,50;3,25
02.12.2023 21:30;02.12.2023 21:45;13.440,50;11.995,00;3,25
02.12.2023 21:45;02.12.2023 22:00;13.283,25;11.832,00;5,00
02.12.2023 22:00;02.12.2023 22:15;13.370,00;11.954,00;188,00
02.12.2023 22:15;02.12.2023 22:30;13.266,50;11.852,00;119,25
02.12.2023 22:30;02.12.2023 22:45;13.108,75;11.685,50;58,75
02.12.2023 22:45;02.12.2023 23:00;12.895,75;11.452,75;260,25
02.12.2023 23:00;02.12.2023 23:15;12.745,00;11.291,25;68,50
02.12.2023 23:15;02.12.2023 23:30;12.603,00;11.134,00;142,50
02.12.2023 23:30;02.12.2023 23:45;12.505,75;11.017,75;74,25
02.12.2023 23:45;03.12.2023 00:00;12.325,00;10.827,75;179,75
03.12.2023 00:00;03.12.2023 00:15;12.227,00;10.700,50;114,75
03.12.2023 00:15;03.12.2023 00:30;12.102,75;10.533,75;283,50
03.12.2023 00:30;03.12.2023 00:45;11.945,00;10.328,50;341,75
03.12.2023 00:45;03.12.2023 01:00;11.908,50;10.255,50;499,75
03.12.2023 01:00;03.12.2023 01:15;11.888,50;10.210,75;447,50
03.12.2023 01:15;03.12.2023 01:30;11.743,00;10.045,00;516,50
03.12.2023 01:30;03.12.2023 01:45;11.607,75;9.872,75;637,50
03.12.2023 01:45;03.12.2023 02:00;11.470,25;9.734,50;594,00
03.12.2023 02:00;03.12.2023 02:15;11.296,00;9.561,00;467,00
03.12.2023 02:15;03.12.2023 02:30;11.240,00;9.500,50;543,50
03.12.2023 02:30;03.12.2023 02:45;11.156,25;9.396,25;619,00
03.12.2023 02:45;03.12.2023 03:00;11.153,75;9.367,50;751,50
03.12.2023 03:00;03.12.2023 03:15;11.142,75;9.307,25;988,50
03.12.2023 03:15;03.12.2023 03:30;11.134,00;9.251,00;1.030,00
03.12.2023 03:30;03.12.2023 03:45;11.193,50;9.291,50;1.051,25
03.12.2023 03:45;03.12.2023 04:00;11.311,25;9.416,00;1.189,00
03.12.2023 04:00;03.12.2023 04:15;11.234,00;9.333,25;1.293,50
03.12.2023 04:15;03.12.2023 04:30;11.278,00;9.377,75;1.326,00
03.12.2023 04:30;03.12.2023 04:45;11.282,25;9.414,25;1.332,25
03.12.2023 04:45;03.12.2023 05:00;11.365,00;9.523,00;1.300,50
03.12.2023 05:00;03.12.2023 05:15;11.250,25;9.409,25;1.199,00
03.12.2023 05:15;03.12.2023 05:30;11.268,00;9.428,25;1.189,50
03.12.2023 05:30;03.12.2023 05:45;11.217,25;9.359,25;1.198,25
03.12.2023 05:45;03.12.2023 06:00;11.145,50;9.247,50;1.224,50
03.12.2023 06:00;03.12.2023 06:15;11.148,00;9.202,25;1.163,00
03.12.2023 06:15;03.12.2023 06:30;11.232,00;9.280,50;1.110,25
03.12.2023 06:30;03.12.2023 06:45;11.165,75;9.175,50;952,25
03.12.2023 06:45;03.12.2023 07:00;11.235,75;9.170,75;986,50
03.12.2023 07:00;03.12.2023 07:15;11.444,50;9.330,75;893,25
03.12.2023 07:15;03.12.2023 07:30;11.586,50;9.455,50;813,75
03.12.2023 07:30;03.12.2023 07:45;11.736,00;9.574,50;625,00
03.12.2023 07:45;03.12.2023 08:00;11.892,00;9.726,00;540,00
03.12.2023 08:00;03.12.2023 08:15;12.203,00;10.047,25;641,25
03.12.2023 08:15;03.12.2023 08:30;12.461,25;10.300,50;389,75
03.12.2023 08:30;03.12.2023 08:45;12.657,75;10.482,00;385,00
03.12.2023 08:45;03.12.2023 09:00;12.901,25;10.709,75;237,75
03.12.2023 09:00;03.12.2023 09:15;13.099,75;10.896,75;97,25
03.12.2023 09:15;03.12.2023 09:30;13.316,00;11.102,50;106,25
03.12.2023 09:30;03.12.2023 09:45;13.452,75;11.215,50;120,75
03.12.2023 09:45;03.12.2023 10:00;13.589,25;11.288,25;83,00
03.12.2023 10:00;03.12.2023 10:15;13.718,75;11.292,75;72,00
03.12.2023 10:15;03.12.2023 10:30;13.841,50;11.257,75;151,75
03.12.2023 10:30;03.12.2023 10:45;13.920,25;11.214,75;178,25
03.12.2023 10:45;03.12.2023 11:00;14.029,25;11.242,25;217,75
03.12.2023 11:00;03.12.2023 11:15;14.221,50;11.405,50;112,75
03.12.2023 11:15;03.12.2023 11:30;14.349,75;11.506,00;140,50
03.12.2023 11:30;03.12.2023 11:45;14.452,75;11.609,75;145,00
03.12.2023 11:45;03.12.2023 12:00;14.425,25;11.524,25;166,75
03.12.2023 12:00;03.12.2023 12:15;14.384,75;11.453,50;56,50
03.12.2023 12:15;03.12.2023 12:30;14.292,00;11.360,00;105,75
03.12.2023 12:30;03.12.2023 12:45;14.172,75;11.332,50;69,25
03.12.2023 12:45;03.12.2023 13:00;14.019,25;11.265,75;78,50
03.12.2023 13:00;03.12.2023 13:15;13.896,75;11.214,50;80,50
03.12.2023 13:15;03.12.2023 13:30;13.808,50;11.209,00;107,50
03.12.2023 13:30;03.12.2023 13:45;13.723,75;11.216,50;135,25
03.12.2023 13:45;03.12.2023 14:00;13.598,00;11.143,25;83,00
03.12.2023 14:00;03.12.2023 14:15;13.549,00;11.132,25;80,75
03.12.2023 14:15;03.12.2023 14:30;13.565,75;11.228,50;6,50
03.12.2023 14:30;03.12.2023 14:45;13.572,75;11.303,75;5,50
03.12.2023 14:45;03.12.2023 15:00;13.554,25;11.401,25;5,50
03.12.2023 15:00;03.12.2023 15:15;13.612,25;11.574,00;152,50
03.12.2023 15:15;03.12.2023 15:30;13.640,25;11.696,00;61,00
03.12.2023 15:30;03.12.2023 15:45;13.627,75;11.787,00;14,25
03.12.2023 15:45;03.12.2023 16:00;13.690,75;11.900,75;22,75
03.12.2023 16:00;03.12.2023 16:15;13.800,25;11.991,00;2,50
03.12.2023 16:15;03.12.2023 16:30;13.897,50;12.012,25;2,25
03.12.2023 16:30;03.12.2023 16:45;14.043,25;12.054,25;1,50
03.12.2023 16:45;03.12.2023 17:00;14.327,25;12.207,50;1,00
03.12.2023 17:00;03.12.2023 17:15;14.563,00;12.321,25;1,00
03.12.2023 17:15;03.12.2023 17:30;14.625,00;12.248,00;1,00
03.12.2023 17:30;03.12.2023 17:45;14.686,75;12.196,75;1,25
03.12.2023 17:45;03.12.2023 18:00;14.771,00;12.163,00;1,75
03.12.2023 18:00;03.12.2023 18:15;14.876,75;12.198,50;0,75
03.12.2023 18:15;03.12.2023 18:30;14.797,25;12.058,00;0,75
03.12.2023 18:30;03.12.2023 18:45;14.788,75;11.961,50;0,75
03.12.2023 18:45;03.12.2023 19:00;14.754,25;11.878,75;0,50
03.12.2023 19:00;03.12.2023 19:15;14.662,75;11.697,50;0,50
03.12.2023 19:15;03.12.2023 19:30;14.537,00;11.475,25;0,50
03.12.2023 19:30;03.12.2023 19:45;14.455,50;11.292,25;2,00
03.12.2023 19:45;03.12.2023 20:00;14.382,25;11.125,50;7,25
03.12.2023 20:00;03.12.2023 20:15;14.219,25;10.863,50;11,75
03.12.2023 20:15;03.12.2023 20:30;14.105,25;10.665,25;5,00
03.12.2023 20:30;03.12.2023 20:45;13.938,00;10.426,75;5,25
03.12.2023 20:45;03.12.2023 21:00;13.831,25;10.266,75;7,50
03.12.2023 21:00;03.12.2023 21:15;13.710,50;10.101,25;75,00
03.12.2023 21:15;03.12.2023 21:30;13.656,25;10.013,25;74,50
03.12.2023 21:30;03.12.2023 21:45;13.574,50;9.907,50;89,25
03.12.2023 21:45;03.12.2023 22:00;13.525,00;9.810,25;101,75
03.12.2023 22:00;03.12.2023 22:15;13.648,25;9.946,25;154,75
03.12.2023 22:15;03.12.2023 22:30;13.546,25;9.843,25;226,25
03.12.2023 22:30;03.12.2023 22:45;13.388,25;9.667,00;281,50
03.12.2023 22:45;03.12.2023 23:00;13.156,75;9.443,75;486,00
03.12.2023 23:00;03.12.2023 23:15;12.983,50;9.230,75;244,00
03.12.2023 23:15;03.12.2023 23:30;12.849,25;9.045,75;272,50
03.12.2023 23:30;03.12.2023 23:45;12.853,25;8.975,00;647,25
03.12.2023 23:45;04.12.2023 00:00;12.707,00;8.741,25;747,00
04.12.2023 00:00;04.12.2023 00:15;12.608,50;8.583,50;688,00
04.12.2023 00:15;04.12.2023 00:30;12.503,50;8.480,75;813,25
04.12.2023 00:30;04.12.2023 00:45;12.377,75;8.313,50;943,75
04.12.2023 00:45;04.12.2023 01:00;12.321,25;8.184,50;1.102,75
04.12.2023 01:00;04.12.2023 01:15;12.266,75;8.075,50;1.084,25
04.12.2023 01:15;04.12.2023 01:30;12.214,50;7.981,00;1.216,25
04.12.2023 01:30;04.12.2023 01:45;12.154,00;7.929,25;1.327,75
04.12.2023 01:45;04.12.2023 02:00;12.144,25;7.929,75;1.393,25
04.12.2023 02:00;04.12.2023 02:15;12.058,00;7.838,25;1.306,00
04.12.2023 02:15;04.12.2023 02:30;11.965,25;7.713,25;1.373,25
04.12.2023 02:30;04.12.2023 02:45;11.995,75;7.698,50;1.418,75
04.12.2023 02:45;04.12.2023 03:00;12.038,00;7.700,75;1.406,50
04.12.2023 03:00;04.12.2023 03:15;12.007,25;7.642,75;1.420,00
04.12.2023 03:15;04.12.2023 03:30;12.043,00;7.643,25;1.443,75
04.12.2023 03:30;04.12.2023 03:45;12.130,00;7.702,50;1.429,50
04.12.2023 03:45;04.12.2023 04:00;12.228,75;7.761,50;1.417,25
04.12.2023 04:00;04.12.2023 04:15;12.317,25;7.799,25;1.441,50
04.12.2023 04:15;04.12.2023 04:30;12.323,50;7.752,00;1.443,75
04.12.2023 04:30;04.12.2023 04:45;12.439,00;7.861,75;1.461,00
04.12.2023 04:45;04.12.2023 05:00;12.693,00;8.130,00;1.398,50
04.12.2023 05:00;04.12.2023 05:15;12.968,50;8.384,50;1.404,75
04.12.2023 05:15;04.12.2023 05:30;13.078,75;8.432,25;1.277,75
04.12.2023 05:30;04.12.2023 05:45;13.246,25;8.547,25;751,25
04.12.2023 05:45;04.12.2023 06:00;13.557,50;8.843,75;558,75
04.12.2023 06:00;04.12.2023 06:15;14.384,75;9.564,00;626,25
04.12.2023 06:15;04.12.2023 06:30;14.968,75;10.093,25;280,75
04.12.2023 06:30;04.12.2023 06:45;15.406,75;10.484,75;107,75
04.12.2023 06:45;04.12.2023 07:00;15.856,75;10.955,50;54,00
04.12.2023 07:00;04.12.2023 07:15;16.327,25;11.467,75;39,00
04.12.2023 07:15;04.12.2023 07:30;16.693,75;11.841,50;29,50
04.12.2023 07:30;04.12.2023 07:45;16.896,50;11.943,50;2,50
04.12.2023 07:45;04.12.2023 08:00;17.116,50;12.068,75;2,75
04.12.2023 08:00;04.12.2023 08:15;17.348,00;12.273,50;2,50
04.12.2023 08:15;04.12.2023 08:30;17.551,50;12.417,25;1,25
04.12.2023 08:30;04.12.2023 08:45;17.655,25;12.499,50;1,00
04.12.2023 08:45;04.12.2023 09:00;17.746,00;12.604,00;1,00
04.12.2023 09:00;04.12.2023 09:15;17.763,25;12.649,25;1,25
04.12.2023 09:15;04.12.2023 09:30;17.861,00;12.744,75;1,00
04.12.2023 09:30;04.12.2023 09:45;17.932,25;12.839,75;0,75
04.12.2023 09:45;04.12.2023 10:00;17.887,75;12.842,75;0,75
04.12.2023 10:00;04.12.2023 10:15;17.912,75;12.904,75;0,75
04.12.2023 10:15;04.12.2023 10:30;17.950,75;12.948,75;1,00
04.12.2023 10:30;04.12.2023 10:45;18.062,75;13.073,25;1,00
04.12.2023 10:45;04.12.2023 11:00;18.168,25;13.237,50;1,00
04.12.2023 11:00;04.12.2023 11:15;18.168,00;13.309,50;1,25
04.12.2023 11:15;04.12.2023 11:30;18.205,50;13.412,25;1,25
04.12.2023 11:30;04.12.2023 11:45;18.253,50;13.538,25;1,25
04.12.2023 11:45;04.12.2023 12:00;18.254,00;13.575,50;1,25
04.12.2023 12:00;04.12.2023 12:15;18.222,00;13.549,75;1,25
04.12.2023 12:15;04.12.2023 12:30;18.169,50;13.513,00;2,75
04.12.2023 12:30;04.12.2023 12:45;18.196,00;13.552,00;3,25
04.12.2023 12:45;04.12.2023 13:00;18.192,25;13.603,25;3,50
04.12.2023 13:00;04.12.2023 13:15;18.182,00;13.601,50;2,00
04.12.2023 13:15;04.12.2023 13:30;18.124,00;13.527,00;2,25
04.12.2023 13:30;04.12.2023 13:45;18.030,75;13.459,75;3,00
04.12.2023 13:45;04.12.2023 14:00;17.869,00;13.322,00;2,25
04.12.2023 14:00;04.12.2023 14:15;17.769,25;13.259,75;23,25
04.12.2023 14:15;04.12.2023 14:30;17.800,75;13.251,50;23,50
04.12.2023 14:30;04.12.2023 14:45;17.761,50;13.179,50;2,00
04.12.2023 14:45;04.12.2023 15:00;17.732,25;13.094,50;2,50
04.12.2023 15:00;04.12.2023 15:15;17.794,00;13.066,50;1,75
04.12.2023 15:15;04.12.2023 15:30;17.752,00;12.929,75;5,00
04.12.2023 15:30;04.12.2023 15:45;17.755,50;12.856,75;62,50
04.12.2023 15:45;04.12.2023 16:00;17.795,00;12.760,00;85,00
04.12.2023 16:00;04.12.2023 16:15;17.808,25;12.654,50;68,75
04.12.2023 16:15;04.12.2023 16:30;17.927,50;12.681,25;26,50
04.12.2023 16:30;04.12.2023 16:45;18.064,50;12.717,00;1,75
04.12.2023 16:45;04.12.2023 17:00;18.234,00;12.833,25;1,75
04.12.2023 17:00;04.12.2023 17:15;18.350,50;12.887,25;1,25
04.12.2023 17:15;04.12.2023 17:30;18.420,00;12.914,50;1,00
04.12.2023 17:30;04.12.2023 17:45;18.404,00;12.861,50;1,00
04.12.2023 17:45;04.12.2023 18:00;18.412,00;12.842,75;1,00
04.12.2023 18:00;04.12.2023 18:15;18.268,50;12.680,75;1,00
04.12.2023 18:15;04.12.2023 18:30;18.251,75;12.616,75;1,00
04.12.2023 18:30;04.12.2023 18:45;18.212,50;12.574,25;1,00
04.12.2023 18:45;04.12.2023 19:00;18.161,50;12.496,50;1,25
04.12.2023 19:00;04.12.2023 19:15;18.068,50;12.344,75;2,75
04.12.2023 19:15;04.12.2023 19:30;17.919,75;12.141,00;2,50
04.12.2023 19:30;04.12.2023 19:45;17.769,25;11.973,75;44,00
04.12.2023 19:45;04.12.2023 20:00;17.618,25;11.762,50;26,00
04.12.2023 20:00;04.12.2023 20:15;17.278,00;11.347,00;2,75
04.12.2023 20:15;04.12.2023 20:30;17.121,50;11.198,25;25,25
04.12.2023 20:30;04.12.2023 20:45;16.821,25;10.874,00;34,00
04.12.2023 20:45;04.12.2023 21:00;16.669,75;10.664,00;58,25
04.12.2023 21:00;04.12.2023 21:15;16.446,75;10.418,00;167,00
04.12.2023 21:15;04.12.2023 21:30;16.256,75;10.218,00;221,50
04.12.2023 21:30;04.12.2023 21:45;16.062,25;10.020,25;288,50
04.12.2023 21:45;04.12.2023 22:00;15.813,00;9.805,25;318,25
04.12.2023 22:00;04.12.2023 22:15;15.684,25;9.738,00;400,50
04.12.2023 22:15;04.12.2023 22:30;15.495,50;9.518,75;525,25
04.12.2023 22:30;04.12.2023 22:45;15.353,75;9.389,25;761,25
04.12.2023 22:45;04.12.2023 23:00;15.004,75;9.020,00;817,75
04.12.2023 23:00;04.12.2023 23:15;14.759,00;8.739,50;790,75
04.12.2023 23:15;04.12.2023 23:30;14.554,50;8.453,00;855,00
04.12.2023 23:30;04.12.2023 23:45;14.368,75;8.169,75;888,25
04.12.2023 23:45;05.12.2023 00:00;14.240,50;8.013,25;977,50
05.12.2023 00:00;05.12.2023 00:15;14.069,75;7.825,00;1.011,75
05.12.2023 00:15;05.12.2023 00:30;13.916,75;7.636,75;1.218,50
05.12.2023 00:30;05.12.2023 00:45;13.735,00;7.424,00;1.411,00
05.12.2023 00:45;05.12.2023 01:00;13.574,50;7.275,00;1.493,50
05.12.2023 01:00;05.12.2023 01:15;13.355,75;7.036,25;1.428,50
05.12.2023 01:15;05.12.2023 01:30;13.184,75;6.839,50;1.443,25
05.12.2023 01:30;05.12.2023 01:45;13.131,50;6.819,75;1.568,25
05.12.2023 01:45;05.12.2023 02:00;13.033,00;6.648,00;1.645,00
05.12.2023 02:00;05.12.2023 02:15;12.967,25;6.524,50;1.681,25
05.12.2023 02:15;05.12.2023 02:30;13.012,75;6.523,25;1.653,75
05.12.2023 02:30;05.12.2023 02:45;12.952,00;6.464,50;1.648,50
05.12.2023 02:45;05.12.2023 03:00;13.015,75;6.541,50;1.640,75
05.12.2023 03:00;05.12.2023 03:15;13.007,00;6.580,50;1.561,75
05.12.2023 03:15;05.12.2023 03:30;12.943,50;6.555,25;1.607,75
05.12.2023 03:30;05.12.2023 03:45;13.037,50;6.628,75;1.588,75
05.12.2023 03:45;05.12.2023 04:00;13.081,00;6.657,25;1.584,00
05.12.2023 04:00;05.12.2023 04:15;13.166,00;6.764,25;1.509,25
