Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
10.04.2023 13:45;10.04.2023 14:00;10.454,25;-1.123,50;1.941,75
10.04.2023 14:00;10.04.2023 14:15;10.328,00;-1.142,75;1.833,00
10.04.2023 14:15;10.04.2023 14:30;10.312,50;-1.002,25;1.808,00
10.04.2023 14:30;10.04.2023 14:45;10.250,00;-1.058,50;1.732,75
10.04.2023 14:45;10.04.2023 15:00;10.211,50;-1.155,75;1.667,75
10.04.2023 15:00;10.04.2023 15:15;10.384,25;-933,50;1.494,75
10.04.2023 15:15;10.04.2023 15:30;10.400,75;-914,00;1.469,50
10.04.2023 15:30;10.04.2023 15:45;10.396,50;-816,75;1.470,25
10.04.2023 15:45;10.04.2023 16:00;10.467,00;-637,00;1.441,00
10.04.2023 16:00;10.04.2023 16:15;10.591,75;-135,50;1.594,25
10.04.2023 16:15;10.04.2023 16:30;10.609,00;225,50;1.556,50
10.04.2023 16:30;10.04.2023 16:45;10.715,75;581,00;1.427,25
10.04.2023 16:45;10.04.2023 17:00;10.901,00;985,50;1.047,50
10.04.2023 17:00;10.04.2023 17:15;11.060,25;1.152,25;1.430,75
10.04.2023 17:15;10.04.2023 17:30;11.175,50;1.286,50;1.337,50
10.04.2023 17:30;10.04.2023 17:45;11.280,75;1.880,00;983,50
10.04.2023 17:45;10.04.2023 18:00;11.367,00;2.315,50;609,75
10.04.2023 18:00;10.04.2023 18:15;11.517,00;2.563,75;646,75
10.04.2023 18:15;10.04.2023 18:30;11.643,25;2.973,00;442,75
10.04.2023 18:30;10.04.2023 18:45;11.807,25;3.314,50;139,50
10.04.2023 18:45;10.04.2023 19:00;11.857,50;3.699,25;43,00
10.04.2023 19:00;10.04.2023 19:15;11.939,25;3.940,00;13,00
10.04.2023 19:15;10.04.2023 19:30;11.953,75;4.063,25;5,25
10.04.2023 19:30;10.04.2023 19:45;12.089,50;4.209,50;3,25
10.04.2023 19:45;10.04.2023 20:00;12.128,00;4.107,50;2,50
10.04.2023 20:00;10.04.2023 20:15;12.097,25;3.844,25;1,75
10.04.2023 20:15;10.04.2023 20:30;11.995,75;3.520,25;2,00
10.04.2023 20:30;10.04.2023 20:45;12.020,00;3.288,75;38,75
10.04.2023 20:45;10.04.2023 21:00;11.977,50;3.111,25;54,75
10.04.2023 21:00;10.04.2023 21:15;11.993,25;2.915,75;59,25
10.04.2023 21:15;10.04.2023 21:30;11.913,00;2.711,75;117,25
10.04.2023 21:30;10.04.2023 21:45;11.805,25;2.693,25;212,25
10.04.2023 21:45;10.04.2023 22:00;11.807,00;2.684,75;242,25
10.04.2023 22:00;10.04.2023 22:15;12.016,00;2.901,75;63,00
10.04.2023 22:15;10.04.2023 22:30;11.892,50;2.701,00;154,25
10.04.2023 22:30;10.04.2023 22:45;11.811,25;2.604,50;201,25
10.04.2023 22:45;10.04.2023 23:00;11.622,00;2.609,00;245,25
10.04.2023 23:00;10.04.2023 23:15;11.356,50;2.448,75;327,00
10.04.2023 23:15;10.04.2023 23:30;11.116,00;2.332,00;389,25
10.04.2023 23:30;10.04.2023 23:45;10.945,75;2.148,75;453,75
10.04.2023 23:45;11.04.2023 00:00;10.735,25;1.912,00;537,25
11.04.2023 00:00;11.04.2023 00:15;10.601,75;1.717,50;534,25
11.04.2023 00:15;11.04.2023 00:30;10.551,00;1.816,75;689,00
11.04.2023 00:30;11.04.2023 00:45;10.443,25;1.819,00;755,00
11.04.2023 00:45;11.04.2023 01:00;10.260,75;1.766,00;772,50
11.04.2023 01:00;11.04.2023 01:15;10.203,25;2.048,25;886,00
11.04.2023 01:15;11.04.2023 01:30;10.138,00;2.148,50;923,50
11.04.2023 01:30;11.04.2023 01:45;10.062,25;2.257,25;910,00
11.04.2023 01:45;11.04.2023 02:00;9.965,25;2.186,50;899,00
11.04.2023 02:00;11.04.2023 02:15;9.922,00;2.383,00;768,00
11.04.2023 02:15;11.04.2023 02:30;9.876,00;2.493,25;760,25
11.04.2023 02:30;11.04.2023 02:45;9.860,25;2.572,50;726,25
11.04.2023 02:45;11.04.2023 03:00;9.886,50;2.513,00;737,00
11.04.2023 03:00;11.04.2023 03:15;9.823,50;2.465,25;657,75
11.04.2023 03:15;11.04.2023 03:30;9.838,75;2.674,75;670,25
11.04.2023 03:30;11.04.2023 03:45;9.827,50;2.763,25;621,00
11.04.2023 03:45;11.04.2023 04:00;9.873,75;2.779,75;611,25
11.04.2023 04:00;11.04.2023 04:15;10.138,25;3.145,75;762,00
11.04.2023 04:15;11.04.2023 04:30;10.253,75;3.133,00;701,25
11.04.2023 04:30;11.04.2023 04:45;10.342,25;3.077,25;617,25
11.04.2023 04:45;11.04.2023 05:00;10.441,50;3.187,00;447,75
11.04.2023 05:00;11.04.2023 05:15;10.767,25;3.447,25;388,75
11.04.2023 05:15;11.04.2023 05:30;10.960,50;3.588,00;323,25
11.04.2023 05:30;11.04.2023 05:45;11.219,75;3.878,50;317,25
11.04.2023 05:45;11.04.2023 06:00;11.655,75;4.402,00;115,25
11.04.2023 06:00;11.04.2023 06:15;12.302,00;5.170,75;37,75
11.04.2023 06:15;11.04.2023 06:30;12.735,75;5.714,25;22,75
11.04.2023 06:30;11.04.2023 06:45;13.118,50;6.131,00;22,50
11.04.2023 06:45;11.04.2023 07:00;13.419,25;6.469,00;29,75
11.04.2023 07:00;11.04.2023 07:15;13.783,00;7.035,00;40,50
11.04.2023 07:15;11.04.2023 07:30;13.814,00;7.074,25;46,25
11.04.2023 07:30;11.04.2023 07:45;14.066,50;7.291,50;59,00
11.04.2023 07:45;11.04.2023 08:00;14.183,50;7.277,50;53,50
11.04.2023 08:00;11.04.2023 08:15;14.230,50;7.195,25;49,00
11.04.2023 08:15;11.04.2023 08:30;14.458,00;7.323,75;39,25
11.04.2023 08:30;11.04.2023 08:45;14.596,75;7.240,25;40,00
11.04.2023 08:45;11.04.2023 09:00;14.675,25;6.937,75;40,00
11.04.2023 09:00;11.04.2023 09:15;14.651,50;6.442,00;40,25
11.04.2023 09:15;11.04.2023 09:30;14.727,00;6.159,00;40,75
11.04.2023 09:30;11.04.2023 09:45;14.880,50;5.901,75;41,25
11.04.2023 09:45;11.04.2023 10:00;15.065,75;5.680,75;43,00
11.04.2023 10:00;11.04.2023 10:15;15.117,75;5.326,75;62,00
11.04.2023 10:15;11.04.2023 10:30;15.176,25;4.748,00;27,50
11.04.2023 10:30;11.04.2023 10:45;15.184,50;4.103,25;183,00
11.04.2023 10:45;11.04.2023 11:00;15.286,25;3.630,00;483,75
11.04.2023 11:00;11.04.2023 11:15;15.221,75;3.133,75;700,00
11.04.2023 11:15;11.04.2023 11:30;15.414,25;2.879,75;913,00
11.04.2023 11:30;11.04.2023 11:45;15.411,25;2.531,00;1.193,50
11.04.2023 11:45;11.04.2023 12:00;15.551,75;2.350,50;1.294,50
11.04.2023 12:00;11.04.2023 12:15;15.565,75;1.965,75;1.396,00
11.04.2023 12:15;11.04.2023 12:30;15.625,25;1.639,75;1.657,25
11.04.2023 12:30;11.04.2023 12:45;15.552,00;1.714,25;1.711,75
11.04.2023 12:45;11.04.2023 13:00;15.463,50;1.621,00;1.779,00
11.04.2023 13:00;11.04.2023 13:15;15.321,25;1.665,75;1.643,75
11.04.2023 13:15;11.04.2023 13:30;15.118,25;1.283,75;1.820,75
11.04.2023 13:30;11.04.2023 13:45;14.927,50;1.235,25;1.862,25
11.04.2023 13:45;11.04.2023 14:00;14.811,75;1.178,75;1.832,50
11.04.2023 14:00;11.04.2023 14:15;14.708,75;961,75;1.877,25
11.04.2023 14:15;11.04.2023 14:30;14.596,75;915,75;1.831,75
11.04.2023 14:30;11.04.2023 14:45;14.548,50;978,25;1.783,75
11.04.2023 14:45;11.04.2023 15:00;14.460,25;970,50;1.743,50
11.04.2023 15:00;11.04.2023 15:15;14.441,00;879,75;1.827,75
11.04.2023 15:15;11.04.2023 15:30;14.184,25;559,25;1.834,00
11.04.2023 15:30;11.04.2023 15:45;14.149,75;670,50;1.723,00
11.04.2023 15:45;11.04.2023 16:00;14.117,00;899,75;1.536,00
11.04.2023 16:00;11.04.2023 16:15;14.156,25;1.165,75;1.579,00
11.04.2023 16:15;11.04.2023 16:30;13.802,75;1.136,25;1.458,00
11.04.2023 16:30;11.04.2023 16:45;13.819,00;1.590,25;984,75
11.04.2023 16:45;11.04.2023 17:00;13.825,50;2.081,50;543,75
11.04.2023 17:00;11.04.2023 17:15;13.990,00;2.816,25;715,75
11.04.2023 17:15;11.04.2023 17:30;13.895,75;3.395,25;305,00
11.04.2023 17:30;11.04.2023 17:45;13.925,00;4.335,75;36,25
11.04.2023 17:45;11.04.2023 18:00;13.901,25;5.089,00;1,00
11.04.2023 18:00;11.04.2023 18:15;13.973,00;6.005,25;62,50
11.04.2023 18:15;11.04.2023 18:30;14.024,00;6.772,25;61,00
11.04.2023 18:30;11.04.2023 18:45;14.084,25;7.590,00;28,00
11.04.2023 18:45;11.04.2023 19:00;14.053,50;8.461,00;28,00
11.04.2023 19:00;11.04.2023 19:15;14.118,50;9.333,75;27,50
11.04.2023 19:15;11.04.2023 19:30;14.046,00;9.992,00;0,50
11.04.2023 19:30;11.04.2023 19:45;14.060,75;10.541,00;0,75
11.04.2023 19:45;11.04.2023 20:00;14.058,50;10.878,50;1,00
11.04.2023 20:00;11.04.2023 20:15;14.008,25;11.137,75;0,25
11.04.2023 20:15;11.04.2023 20:30;13.888,50;11.267,25;0,25
11.04.2023 20:30;11.04.2023 20:45;13.720,00;11.328,75;0,25
11.04.2023 20:45;11.04.2023 21:00;13.649,50;11.419,00;0,50
11.04.2023 21:00;11.04.2023 21:15;13.488,75;11.345,50;0,75
11.04.2023 21:15;11.04.2023 21:30;13.284,00;11.227,50;0,25
11.04.2023 21:30;11.04.2023 21:45;13.064,75;11.090,50;0,75
11.04.2023 21:45;11.04.2023 22:00;12.777,00;10.867,25;3,00
11.04.2023 22:00;11.04.2023 22:15;12.635,00;10.755,75;3,25
11.04.2023 22:15;11.04.2023 22:30;12.513,25;10.588,00;2,25
11.04.2023 22:30;11.04.2023 22:45;12.281,50;10.275,50;3,00
11.04.2023 22:45;11.04.2023 23:00;12.023,00;9.981,50;2,75
11.04.2023 23:00;11.04.2023 23:15;11.980,50;9.870,50;8,25
11.04.2023 23:15;11.04.2023 23:30;11.685,00;9.449,25;62,50
11.04.2023 23:30;11.04.2023 23:45;11.517,75;9.196,00;25,75
11.04.2023 23:45;12.04.2023 00:00;11.398,25;8.938,25;173,00
12.04.2023 00:00;12.04.2023 00:15;11.316,75;8.645,50;143,50
12.04.2023 00:15;12.04.2023 00:30;11.130,75;8.233,75;221,75
12.04.2023 00:30;12.04.2023 00:45;10.944,75;7.768,00;408,75
12.04.2023 00:45;12.04.2023 01:00;10.789,50;7.370,00;800,00
12.04.2023 01:00;12.04.2023 01:15;10.564,50;7.171,00;1.028,00
12.04.2023 01:15;12.04.2023 01:30;10.433,50;6.860,75;1.226,25
12.04.2023 01:30;12.04.2023 01:45;10.522,50;6.825,50;1.296,00
12.04.2023 01:45;12.04.2023 02:00;10.487,25;6.610,75;1.452,75
12.04.2023 02:00;12.04.2023 02:15;10.375,75;6.631,00;958,50
12.04.2023 02:15;12.04.2023 02:30;10.335,50;6.479,25;1.012,00
12.04.2023 02:30;12.04.2023 02:45;10.335,75;6.487,25;1.157,25
12.04.2023 02:45;12.04.2023 03:00;10.387,00;6.433,00;1.218,00
12.04.2023 03:00;12.04.2023 03:15;10.486,75;6.295,00;1.526,50
12.04.2023 03:15;12.04.2023 03:30;10.516,00;6.210,75;1.610,25
12.04.2023 03:30;12.04.2023 03:45;10.585,50;6.145,25;1.618,75
12.04.2023 03:45;12.04.2023 04:00;10.616,75;6.029,00;1.666,00
12.04.2023 04:00;12.04.2023 04:15;10.631,00;5.859,75;1.515,25
12.04.2023 04:15;12.04.2023 04:30;10.728,50;5.820,75;1.493,00
12.04.2023 04:30;12.04.2023 04:45;10.868,00;5.831,75;1.456,25
12.04.2023 04:45;12.04.2023 05:00;10.962,50;5.799,50;1.486,25
12.04.2023 05:00;12.04.2023 05:15;11.278,25;5.791,00;1.546,25
12.04.2023 05:15;12.04.2023 05:30;11.441,00;5.863,00;1.502,25
12.04.2023 05:30;12.04.2023 05:45;11.735,00;6.130,00;1.269,25
12.04.2023 05:45;12.04.2023 06:00;12.109,75;6.281,25;1.219,75
12.04.2023 06:00;12.04.2023 06:15;12.718,25;6.538,50;479,50
12.04.2023 06:15;12.04.2023 06:30;13.012,25;6.583,50;213,00
12.04.2023 06:30;12.04.2023 06:45;13.387,75;6.833,50;138,75
12.04.2023 06:45;12.04.2023 07:00;13.676,00;6.953,50;85,25
12.04.2023 07:00;12.04.2023 07:15;14.118,50;7.071,75;118,75
12.04.2023 07:15;12.04.2023 07:30;14.429,75;7.122,75;73,50
12.04.2023 07:30;12.04.2023 07:45;14.672,00;7.147,25;95,50
12.04.2023 07:45;12.04.2023 08:00;14.973,00;7.242,75;112,50
12.04.2023 08:00;12.04.2023 08:15;15.081,75;7.148,25;25,50
12.04.2023 08:15;12.04.2023 08:30;15.207,25;7.017,25;57,00
12.04.2023 08:30;12.04.2023 08:45;15.288,00;6.898,75;51,25
12.04.2023 08:45;12.04.2023 09:00;15.341,00;6.909,25;27,50
12.04.2023 09:00;12.04.2023 09:15;15.257,25;6.720,50;31,50
12.04.2023 09:15;12.04.2023 09:30;15.408,75;6.756,00;20,00
12.04.2023 09:30;12.04.2023 09:45;15.484,75;6.609,50;46,25
12.04.2023 09:45;12.04.2023 10:00;15.616,75;6.551,25;190,75
12.04.2023 10:00;12.04.2023 10:15;15.721,50;6.253,00;450,25
12.04.2023 10:15;12.04.2023 10:30;15.845,00;6.108,75;627,25
12.04.2023 10:30;12.04.2023 10:45;15.936,00;6.087,00;723,75
12.04.2023 10:45;12.04.2023 11:00;16.061,75;6.124,50;668,50
12.04.2023 11:00;12.04.2023 11:15;16.212,25;5.884,25;582,00
12.04.2023 11:15;12.04.2023 11:30;16.190,00;5.677,25;518,75
12.04.2023 11:30;12.04.2023 11:45;16.362,50;5.747,25;511,00
12.04.2023 11:45;12.04.2023 12:00;16.283,50;5.700,25;504,25
12.04.2023 12:00;12.04.2023 12:15;16.178,75;5.374,00;397,75
12.04.2023 12:15;12.04.2023 12:30;16.059,00;5.347,00;378,75
12.04.2023 12:30;12.04.2023 12:45;16.098,00;5.610,50;400,50
12.04.2023 12:45;12.04.2023 13:00;16.069,00;5.710,75;359,00
12.04.2023 13:00;12.04.2023 13:15;16.022,50;5.795,25;381,00
12.04.2023 13:15;12.04.2023 13:30;15.896,75;5.862,00;381,50
12.04.2023 13:30;12.04.2023 13:45;15.727,75;5.899,50;575,25
12.04.2023 13:45;12.04.2023 14:00;15.479,75;6.032,25;623,00
12.04.2023 14:00;12.04.2023 14:15;15.426,75;6.276,50;590,25
12.04.2023 14:15;12.04.2023 14:30;15.275,25;6.332,50;496,50
12.04.2023 14:30;12.04.2023 14:45;15.135,75;6.510,00;339,75
12.04.2023 14:45;12.04.2023 15:00;15.100,25;6.750,50;176,75
12.04.2023 15:00;12.04.2023 15:15;14.997,75;6.977,00;314,50
12.04.2023 15:15;12.04.2023 15:30;14.882,50;7.058,75;209,75
12.04.2023 15:30;12.04.2023 15:45;14.651,25;6.994,50;242,00
12.04.2023 15:45;12.04.2023 16:00;14.514,00;7.016,00;189,25
12.04.2023 16:00;12.04.2023 16:15;14.482,75;7.133,00;648,00
12.04.2023 16:15;12.04.2023 16:30;14.460,00;7.411,25;390,00
12.04.2023 16:30;12.04.2023 16:45;14.464,75;7.643,75;199,75
12.04.2023 16:45;12.04.2023 17:00;14.473,75;7.935,00;70,75
12.04.2023 17:00;12.04.2023 17:15;14.557,50;8.273,50;6,25
12.04.2023 17:15;12.04.2023 17:30;14.555,50;8.554,00;3,00
12.04.2023 17:30;12.04.2023 17:45;14.512,50;8.693,75;1,50
12.04.2023 17:45;12.04.2023 18:00;14.617,00;9.109,50;1,50
12.04.2023 18:00;12.04.2023 18:15;14.613,50;9.413,75;89,25
12.04.2023 18:15;12.04.2023 18:30;14.609,00;9.744,50;57,50
12.04.2023 18:30;12.04.2023 18:45;14.674,00;10.011,25;64,50
12.04.2023 18:45;12.04.2023 19:00;14.711,50;10.147,00;75,50
12.04.2023 19:00;12.04.2023 19:15;14.848,00;10.370,00;137,00
12.04.2023 19:15;12.04.2023 19:30;14.904,25;10.691,00;84,00
12.04.2023 19:30;12.04.2023 19:45;14.973,50;10.816,75;20,00
12.04.2023 19:45;12.04.2023 20:00;14.972,75;10.916,50;17,50
12.04.2023 20:00;12.04.2023 20:15;14.800,25;10.733,00;1,50
12.04.2023 20:15;12.04.2023 20:30;14.709,00;10.746,75;0,25
12.04.2023 20:30;12.04.2023 20:45;14.568,00;10.692,75;0,25
12.04.2023 20:45;12.04.2023 21:00;14.399,75;10.498,50;0,25
12.04.2023 21:00;12.04.2023 21:15;14.315,00;10.474,25;0,00
12.04.2023 21:15;12.04.2023 21:30;14.050,25;10.291,75;0,25
12.04.2023 21:30;12.04.2023 21:45;13.679,75;10.005,25;0,50
12.04.2023 21:45;12.04.2023 22:00;13.452,50;9.701,25;3,75
12.04.2023 22:00;12.04.2023 22:15;13.206,00;9.374,25;136,75
12.04.2023 22:15;12.04.2023 22:30;13.068,50;9.183,25;56,00
12.04.2023 22:30;12.04.2023 22:45;12.855,00;8.854,75;97,00
12.04.2023 22:45;12.04.2023 23:00;12.533,75;8.445,50;201,75
12.04.2023 23:00;12.04.2023 23:15;12.292,25;8.081,25;112,25
12.04.2023 23:15;12.04.2023 23:30;12.068,25;7.748,50;113,50
12.04.2023 23:30;12.04.2023 23:45;11.908,00;7.420,75;177,00
12.04.2023 23:45;13.04.2023 00:00;11.757,50;7.078,75;303,50
13.04.2023 00:00;13.04.2023 00:15;11.542,00;6.690,25;295,25
13.04.2023 00:15;13.04.2023 00:30;11.472,25;6.430,75;440,00
13.04.2023 00:30;13.04.2023 00:45;11.227,50;5.958,25;713,75
13.04.2023 00:45;13.04.2023 01:00;11.161,75;5.699,25;948,25
13.04.2023 01:00;13.04.2023 01:15;10.966,00;5.271,50;768,25
13.04.2023 01:15;13.04.2023 01:30;10.844,75;4.904,00;1.055,00
13.04.2023 01:30;13.04.2023 01:45;10.809,00;4.645,00;1.298,25
13.04.2023 01:45;13.04.2023 02:00;10.819,50;4.532,25;1.534,25
13.04.2023 02:00;13.04.2023 02:15;10.917,75;4.884,25;1.382,50
13.04.2023 02:15;13.04.2023 02:30;10.874,75;4.829,50;1.574,25
13.04.2023 02:30;13.04.2023 02:45;10.884,75;4.701,25;1.586,25
13.04.2023 02:45;13.04.2023 03:00;10.869,75;4.542,50;1.644,25
13.04.2023 03:00;13.04.2023 03:15;10.898,00;4.532,00;1.645,25
13.04.2023 03:15;13.04.2023 03:30;10.954,50;4.513,50;1.773,50
13.04.2023 03:30;13.04.2023 03:45;11.000,25;4.452,00;1.824,75
13.04.2023 03:45;13.04.2023 04:00;10.991,75;4.411,25;1.853,00
13.04.2023 04:00;13.04.2023 04:15;11.087,00;4.510,25;1.765,75
13.04.2023 04:15;13.04.2023 04:30;11.189,25;4.591,00;1.778,75
13.04.2023 04:30;13.04.2023 04:45;11.286,50;4.587,25;1.766,25
13.04.2023 04:45;13.04.2023 05:00;11.375,75;4.582,75;1.599,50
13.04.2023 05:00;13.04.2023 05:15;11.500,50;4.771,50;1.536,25
13.04.2023 05:15;13.04.2023 05:30;11.634,50;4.811,25;1.454,50
13.04.2023 05:30;13.04.2023 05:45;11.995,75;5.096,00;1.247,75
13.04.2023 05:45;13.04.2023 06:00;12.443,00;5.518,00;925,25
13.04.2023 06:00;13.04.2023 06:15;12.969,00;5.582,75;1.012,00
13.04.2023 06:15;13.04.2023 06:30;13.206,75;5.828,25;540,25
13.04.2023 06:30;13.04.2023 06:45;13.471,00;6.190,25;232,75
13.04.2023 06:45;13.04.2023 07:00;13.731,00;6.541,00;6,75
13.04.2023 07:00;13.04.2023 07:15;14.116,75;6.811,00;18,75
13.04.2023 07:15;13.04.2023 07:30;14.261,75;6.841,75;5,25
13.04.2023 07:30;13.04.2023 07:45;14.453,00;6.939,75;4,00
13.04.2023 07:45;13.04.2023 08:00;14.581,50;7.077,00;3,50
13.04.2023 08:00;13.04.2023 08:15;14.820,00;7.321,50;2,50
13.04.2023 08:15;13.04.2023 08:30;15.054,50;7.345,00;2,25
13.04.2023 08:30;13.04.2023 08:45;15.157,50;7.170,00;2,50
13.04.2023 08:45;13.04.2023 09:00;15.109,75;6.792,25;2,50
13.04.2023 09:00;13.04.2023 09:15;15.168,00;6.531,75;2,50
13.04.2023 09:15;13.04.2023 09:30;15.293,25;6.279,75;75,00
13.04.2023 09:30;13.04.2023 09:45;15.444,25;6.049,00;214,75
13.04.2023 09:45;13.04.2023 10:00;15.508,50;5.750,75;604,00
13.04.2023 10:00;13.04.2023 10:15;15.705,00;5.690,50;665,25
13.04.2023 10:15;13.04.2023 10:30;15.899,50;5.487,75;971,25
13.04.2023 10:30;13.04.2023 10:45;15.918,75;5.233,75;1.086,00
13.04.2023 10:45;13.04.2023 11:00;16.011,25;5.117,25;1.250,50
13.04.2023 11:00;13.04.2023 11:15;15.822,75;4.852,25;1.328,25
13.04.2023 11:15;13.04.2023 11:30;15.811,75;4.765,75;1.347,75
13.04.2023 11:30;13.04.2023 11:45;15.906,75;4.835,00;1.354,25
13.04.2023 11:45;13.04.2023 12:00;15.717,25;4.540,25;1.486,25
13.04.2023 12:00;13.04.2023 12:15;15.601,00;4.535,25;1.368,50
13.04.2023 12:15;13.04.2023 12:30;15.524,00;4.644,25;1.333,25
13.04.2023 12:30;13.04.2023 12:45;15.440,25;4.732,75;1.261,25
13.04.2023 12:45;13.04.2023 13:00;15.437,00;4.796,50;1.213,50
13.04.2023 13:00;13.04.2023 13:15;15.379,25;4.780,50;1.215,50
13.04.2023 13:15;13.04.2023 13:30;15.251,00;4.825,25;1.347,00
13.04.2023 13:30;13.04.2023 13:45;15.034,75;4.710,75;1.366,25
13.04.2023 13:45;13.04.2023 14:00;14.778,00;4.620,50;1.332,50
13.04.2023 14:00;13.04.2023 14:15;14.442,25;4.492,75;1.095,50
13.04.2023 14:15;13.04.2023 14:30;14.383,50;4.632,00;984,00
13.04.2023 14:30;13.04.2023 14:45;14.240,00;4.648,25;945,50
13.04.2023 14:45;13.04.2023 15:00;14.225,75;4.927,25;847,25
13.04.2023 15:00;13.04.2023 15:15;14.305,75;5.277,00;739,00
13.04.2023 15:15;13.04.2023 15:30;14.201,25;5.397,50;625,00
13.04.2023 15:30;13.04.2023 15:45;14.165,25;5.633,25;366,25
13.04.2023 15:45;13.04.2023 16:00;14.075,75;5.782,25;336,00
13.04.2023 16:00;13.04.2023 16:15;14.038,00;5.905,00;1.050,25
13.04.2023 16:15;13.04.2023 16:30;14.024,00;6.070,50;770,50
13.04.2023 16:30;13.04.2023 16:45;14.000,75;6.448,00;481,00
13.04.2023 16:45;13.04.2023 17:00;14.054,75;6.989,75;395,50
13.04.2023 17:00;13.04.2023 17:15;14.226,75;7.442,00;774,50
13.04.2023 17:15;13.04.2023 17:30;14.302,75;8.016,25;399,75
13.04.2023 17:30;13.04.2023 17:45;14.233,75;8.491,25;118,75
13.04.2023 17:45;13.04.2023 18:00;14.198,25;9.011,50;22,25
13.04.2023 18:00;13.04.2023 18:15;14.200,75;9.594,75;135,75
13.04.2023 18:15;13.04.2023 18:30;14.191,00;10.011,00;45,00
13.04.2023 18:30;13.04.2023 18:45;14.202,50;10.499,25;9,50
13.04.2023 18:45;13.04.2023 19:00;14.204,50;11.007,50;1,50
13.04.2023 19:00;13.04.2023 19:15;14.380,50;11.658,75;16,00
13.04.2023 19:15;13.04.2023 19:30;14.307,75;11.944,25;4,75
13.04.2023 19:30;13.04.2023 19:45;14.294,50;12.203,00;1,00
13.04.2023 19:45;13.04.2023 20:00;14.312,00;12.401,50;1,00
13.04.2023 20:00;13.04.2023 20:15;14.325,25;12.496,50;1,00
13.04.2023 20:15;13.04.2023 20:30;14.283,75;12.514,00;4,25
13.04.2023 20:30;13.04.2023 20:45;14.173,00;12.430,25;17,50
13.04.2023 20:45;13.04.2023 21:00;14.041,75;12.329,25;21,25
13.04.2023 21:00;13.04.2023 21:15;13.927,25;12.231,75;8,50
13.04.2023 21:15;13.04.2023 21:30;13.667,75;11.992,75;1,00
13.04.2023 21:30;13.04.2023 21:45;13.512,00;11.861,50;1,25
13.04.2023 21:45;13.04.2023 22:00;13.334,00;11.669,50;47,25
13.04.2023 22:00;13.04.2023 22:15;13.159,00;11.332,75;19,25
13.04.2023 22:15;13.04.2023 22:30;12.939,75;11.111,00;17,75
13.04.2023 22:30;13.04.2023 22:45;12.814,75;11.000,00;18,50
13.04.2023 22:45;13.04.2023 23:00;12.488,00;10.692,25;23,00
13.04.2023 23:00;13.04.2023 23:15;12.434,75;10.614,75;17,75
13.04.2023 23:15;13.04.2023 23:30;12.233,50;10.384,25;51,50
13.04.2023 23:30;13.04.2023 23:45;12.009,50;10.152,75;125,75
13.04.2023 23:45;14.04.2023 00:00;11.756,00;9.907,00;290,50
14.04.2023 00:00;14.04.2023 00:15;11.622,00;9.725,00;135,25
14.04.2023 00:15;14.04.2023 00:30;11.432,00;9.389,75;116,75
14.04.2023 00:30;14.04.2023 00:45;11.247,25;9.266,00;134,00
14.04.2023 00:45;14.04.2023 01:00;11.153,25;9.241,00;153,50
14.04.2023 01:00;14.04.2023 01:15;11.088,00;9.202,75;257,75
14.04.2023 01:15;14.04.2023 01:30;10.924,50;9.050,75;309,00
14.04.2023 01:30;14.04.2023 01:45;10.890,50;9.029,25;317,50
14.04.2023 01:45;14.04.2023 02:00;10.808,75;8.929,25;374,75
14.04.2023 02:00;14.04.2023 02:15;10.801,00;8.947,00;490,75
14.04.2023 02:15;14.04.2023 02:30;10.786,25;8.934,00;562,75
14.04.2023 02:30;14.04.2023 02:45;10.703,25;8.878,50;618,75
14.04.2023 02:45;14.04.2023 03:00;10.655,25;8.895,75;674,75
14.04.2023 03:00;14.04.2023 03:15;10.651,25;8.972,25;626,00
14.04.2023 03:15;14.04.2023 03:30;10.718,75;9.108,75;585,25
14.04.2023 03:30;14.04.2023 03:45;10.747,00;9.212,50;571,00
14.04.2023 03:45;14.04.2023 04:00;10.753,75;9.255,50;605,00
14.04.2023 04:00;14.04.2023 04:15;10.970,50;9.504,75;454,25
14.04.2023 04:15;14.04.2023 04:30;11.115,50;9.683,50;422,25
14.04.2023 04:30;14.04.2023 04:45;11.247,75;9.888,00;258,50
14.04.2023 04:45;14.04.2023 05:00;11.335,50;10.015,00;147,50
14.04.2023 05:00;14.04.2023 05:15;11.522,75;10.224,50;306,00
14.04.2023 05:15;14.04.2023 05:30;11.693,75;10.438,25;165,50
14.04.2023 05:30;14.04.2023 05:45;11.924,25;10.672,00;54,75
14.04.2023 05:45;14.04.2023 06:00;12.335,50;11.066,00;32,25
14.04.2023 06:00;14.04.2023 06:15;12.857,00;11.580,25;107,75
14.04.2023 06:15;14.04.2023 06:30;13.115,00;11.857,50;14,25
14.04.2023 06:30;14.04.2023 06:45;13.314,50;12.043,25;2,25
14.04.2023 06:45;14.04.2023 07:00;13.564,00;12.249,25;1,50
14.04.2023 07:00;14.04.2023 07:15;13.936,75;12.520,00;0,75
14.04.2023 07:15;14.04.2023 07:30;14.246,75;12.679,75;0,75
14.04.2023 07:30;14.04.2023 07:45;14.365,25;12.584,25;0,50
14.04.2023 07:45;14.04.2023 08:00;14.553,25;12.540,50;0,00
14.04.2023 08:00;14.04.2023 08:15;14.766,00;12.531,00;0,00
